音檔,來源,漢字,羅馬字,長短
ImTong/SuiSiann_2365.wav,ipad,敢有人看過牛食傷飽 去看胃腸科的？ 草埔仔有遮爾濟無仝的草,Kám ū lâng khuànn-kuè gû tsia̍h siunn pá Khì khuànn uī-tn̂g-kho--ê? Tsháu-poo-á ū tsiah-nī tsē bô kâng ê tsháu,8.51
ImTong/SuiSiann_2366.wav,ipad,羊仔敢會去食彼个 色緻好看，毋過對身體有損害的花？,"Iûnn-á kám ē khì tsia̍h hit ê Sik-tì hó-khuànn, m̄-koh tuì sin-thé ū sún-hāi ê hue?",7.52
ImTong/SuiSiann_2367.wav,ipad,為著欲證明你是身體的主人， 你甘願 毋聽身體的話 做一个,"Uī-tio̍h beh tsìng-bîng lí sī sin-thé ê tsú-lâng, Lí kam-guān M̄ thiann sin-thé ê uē Tsò tsi̍t ê",7.58
ImTong/SuiSiann_2368.wav,ipad,連精牲攏不如的人。,Liân tsing-senn lóng put-lû ê lâng.,2.51
ImTong/SuiSiann_2369.wav,ipad,有一日 身體擋袂牢， 大聲喝咻 講伊無欲閣忍受 你的草踏、你的傷害。,"Ū tsi̍t ji̍t Sin-thé tòng bē tiâu, Tuā-siann huah-hiu Kóng i bô beh koh jím-siū Lí ê tshó-ta̍h, Lí ê siong-hāi.",9.86
ImTong/SuiSiann_2370.wav,ipad,你開始暝日煩惱、四界走傱， 想盡辦法 走揣彼个,"Lí khai-sí mê-ji̍t huân-ló, Sì-kè tsáu-tsông, Siūnn tsīn pān-huat Tsáu-tshuē hit ê",7.64
ImTong/SuiSiann_2371.wav,ipad,身體「無定」會想欲愛的物；,Sin-thé “bô tiānn” ē siūnn beh ài ê mi̍h;,2.78
ImTong/SuiSiann_2372.wav,ipad,做一寡 身體「無定」會佮意的代誌。 扶扶挺挺， 將以前虐待身體的額,"Tsò tsi̍t-kuá Sin-thé “bô tiānn” ē kah-ì ê tāi-tsì. Phôo-phôo-thánn-thánn, Tsiong í-tsîng gi̍k-thāi sin-thé ê gia̍h",9.44
ImTong/SuiSiann_2373.wav,ipad,攏總還還轉去， 做身體乖順的 奴隸。,"Lóng-tsóng hîng-hîng--tńg-khì, Tsò sin-thé kuai-sūn ê Lôo-lē.",5.12
ImTong/SuiSiann_2374.wav,ipad,二空一二年六月佇台中,Jī khong it jī nî la̍k--gue̍h tī Tâi-tiong,3.95
ImTong/SuiSiann_2375.wav,ipad,三十三、地獄佮天堂,"Sann-tsa̍p-sann, tē-ga̍k kah thian-tông",4.04
ImTong/SuiSiann_2376.wav,ipad,他人是地獄,Thann-jîn sī tē-ga̍k,1.97
ImTong/SuiSiann_2377.wav,ipad,逐家攏認為 家己的思考模式 才是正確,Ta̍k-ke lóng līn-uî Ka-tī ê su-khó bôo-sik Tsiah-sī tsìng-khak,5.18
ImTong/SuiSiann_2378.wav,ipad,逐家攏希望 地球照家己想欲愛的方式轉踅,Ta̍k-ke lóng hi-bāng Tē-kiû tsiàu ka-tī siūnn beh ài ê hong-sik tńg-se̍h,5.51
ImTong/SuiSiann_2379.wav,ipad,逐家攏咧要求 別人「改正」in 的作為。 「我是為你好」 「我是關心你」,"Ta̍k-ke lóng leh iau-kiû Pa̍t-lâng ""kái-tsìng"" in ê tsok-uî. ""guá sī uī lí hó"" ""guá sī kuan-sim--lí """,8.09
ImTong/SuiSiann_2380.wav,ipad,「按呢做才是著的」,"""àn-ne tsò tsiah sī tio̍h--ê """,2.42
ImTong/SuiSiann_2381.wav,ipad,「按呢處理，你的人生才會進步……」 逐日、逐日 咱攏活佇「別人」的地獄內底,"""àn-ne tshú-lí, lí ê jîn-sing tsiah ē tsìn-pōo..."" Ta̍k-ji̍t, ta̍k-ji̍t Lán lóng ua̍h tī ""pa̍t-lâng"" ê tē-ga̍k lāi-té",9.02
ImTong/SuiSiann_2382.wav,ipad,逐日、逐日,"Ta̍k-ji̍t, ta̍k-ji̍t",1.43
ImTong/SuiSiann_2383.wav,ipad,咱嘛一直予家己 誠做親人、朋友的地獄,"Lán mā it-ti̍t hōo ka-tī Tsiânn-tsò tshin-lâng, pîng-iú ê tē-ga̍k",4.88
ImTong/SuiSiann_2384.wav,ipad,每一个人 攏是獨立的 每一个人 攏有家己的生活經驗佮智識,Muí tsi̍t ê lâng Lóng sī to̍k-li̍p--ê Muí tsi̍t ê lâng Lóng ū ka-tī ê sing-ua̍h king-giām kah tì-sik,7.49
ImTong/SuiSiann_2385.wav,ipad,愛 毋是將對方關佇籠仔內 愛 嘛毋是予對方變做 家己的鏡、 家己的附屬,"Ài M̄ sī tsiong tuì-hong kuainn tī lông-á-lāi Ài Mā m̄ sī hōo tuì-hong piàn-tsò Ka-tī ê kiànn, Ka-tī ê hù-sio̍k",9.11
ImTong/SuiSiann_2386.wav,ipad,印度的哲學家講： 「地獄予人創作出來， 因為咱期待天堂」,"Ìn-tōo ê thiat-ha̍k-ka kóng : ""Tē-ga̍k hōo lâng tshòng-tsoh--tshut-lâi, In-uī lán kî-thāi thian-tông""",8.24
ImTong/SuiSiann_2387.wav,ipad,若是無要求 「逐家攏仝款」的天堂， 就袂有 「你哪會按呢……」的地獄,"Ná-sī bô iau-kiû ""Ta̍k-ke lóng kāng-khuán"" ê thian-tông, Tō bē ū "" Lí ná ē án-ne... "" ê tē-ga̍k",7.25
ImTong/SuiSiann_2388.wav,ipad,敨縛家己 敨縛別人 自由，才是真正的天堂。,"Tháu-pa̍k ka-tī Tháu-pa̍k pa̍t-lâng Tsū-iû, tsiah-sī tsin-tsiànn ê thian-tông.",6.86
ImTong/SuiSiann_2389.wav,ipad,「眾業所感，獲報如是……動經億劫，求出無期。此界壞時，寄生他界。,"""Tsiòng gia̍p sóo kám, hi̍k pò jû sī...Tōng king ik kiap, kiû tshut bû kî. Tshú kài hāi sî, kià sing thann kài.",13.88
ImTong/SuiSiann_2390.wav,ipad,他界次壞，轉寄他方……」。──地藏菩薩本願經,"Thann kài tshù huāi, tsuán kì thann hong..."".──Tē-tsông phôo-sat Pún-guān-king",7.1
ImTong/SuiSiann_2391.wav,ipad,三十四、輪迴,"Sann-tsa̍p-sì, lûn-huê",2.57
ImTong/SuiSiann_2392.wav,ipad,地藏菩薩本願經,Tē-tsông phôo-sat Pún-guān-king,2.81
ImTong/SuiSiann_2393.wav,ipad,「你哪會仙講都講袂變！」 「你哪會攏欲按呢！」,"""Lí ná ē sian kóng to kóng bē pìnn!"" ""Lí ná ē lóng beh án-ne!""",4.73
ImTong/SuiSiann_2394.wav,ipad,罵人的 明知對方的習慣就是按呢 煞逐遍攏擋袂牢； Hông罵的,Mē--lâng--ê Bîng-tsai tuì-hong ê si̍p-kuàn tō sī án-ne Suah ta̍k piàn lóng tòng bē tiâu; Hông mē--ê,8.63
ImTong/SuiSiann_2395.wav,ipad,明知對方無佮意這種做法 煞嘛無想欲改變。,Bîng-tsai tuì-hong bô kah-ì tsit tsióng tsò-huat Suah mā bô siūnn-beh kái-piàn.,5.45
ImTong/SuiSiann_2396.wav,ipad,逐月逐日 咱一直、一直為著仝款的代誌 佮仝款的人來冤家。,"Ta̍k gue̍h ta̍k ji̍t Lán it-ti̍t, it-ti̍t uī-tio̍h kāng-khuán ê tāi-tsì Kap kāng-khuán ê lâng lâi uan-ke.",8.6
ImTong/SuiSiann_2397.wav,ipad,「我哪會遮衰，逐遍攏拄著爛桃花？」 「我哪會遮歹運，逐遍生理攏失敗？」,"""Guá ná ē tsiah sue, ta̍k piàn lóng tú-tio̍h nuā thô-hue?"" ""Guá ná ē tsiah pháinn-ūn, ta̍k piàn sing-lí lóng sit-pāi?""",8.9
ImTong/SuiSiann_2398.wav,ipad,「我哪會攏……」,""" Guá ná ē lóng...""",1.01
ImTong/SuiSiann_2399.wav,ipad,用仝款的方法做仝款的代誌 想欲得著無仝的結果， 這是戇人才有的期待。,"Iōng kāng-khuán ê hong-huat tsò kāng-khuán ê tāi-tsì Siūnn-beh tit-tio̍h bô kâng ê kiat-kó, Tse sī gōng-lâng tsiah ū ê kî-thāi.",9.17
ImTong/SuiSiann_2400.wav,ipad,想欲有幸福快樂的未來， 脫離無止盡的“輪迴”,"Siūnn-beh ū hīng-hok khuài-lo̍k ê bī-lâi, Thuat-lî bô tsí tsīn ê “lûn-huê”",5.6
ImTong/SuiSiann_2401.wav,ipad,只有對改變面對生活中大細項代誌的模式 開始！,Tsí-ū uì kái-piàn bīn-tuì sing-ua̍h tiong tuā-sè hāng tāi-tsì ê bôo-sik Khai-sí!,5.9
ImTong/SuiSiann_2402.wav,ipad,二空一二年六月佇台中,Jī khòng it jī nî la̍k--gue̍h tī Tâi-tiong,3.65
ImTong/SuiSiann_2403.wav,ipad,三十九、假設句 假設句是複合句的一種， 伊是由兩个簡單的句組成──,"Sann-tsa̍p-káu, ká-siat-kù Ká-siat-kù sī ho̍k-ha̍p-kù ê tsi̍t tsióng, Ī sī iû nn̄g ê kán-tan ê kù tsoo-sîng──",9.29
ImTong/SuiSiann_2404.wav,ipad,其中一句描述向望發生的代誌,Kî-tiong tsi̍t kù biâu-su̍t ǹg-bāng huat-sing ê tāi-tsì,3.95
ImTong/SuiSiann_2405.wav,ipad,另外一句描述代誌若是發生，會有啥款好結果。,"Līng-guā tsi̍t kù biâu-su̍t tāi-tsì nā-sī huat-sing, ē ū siánn khuán hó kiat-kó.",5.9
ImTong/SuiSiann_2406.wav,ipad,這種複合句差不多攏會用假設詞來開始， 伊會當指向過去,"Tsit tsióng ho̍k-ha̍p-kù tsha-put-to lóng ē iōng kà-siat-sû lâi khai-sí, I ē-tàng tsí-hiòng kuè-khì",8.66
ImTong/SuiSiann_2407.wav,ipad,嘛會當指向未來。,Mā ē-tàng tsí-hiòng bī-lâi.,2.45
ImTong/SuiSiann_2408.wav,ipad,假設句會當予咱平淡、不幸的現實生活變做彩色：,"Kà-siat-kù ē-tàng hōo lán pîng-tām, put-hīng ê hiān-si̍t sing-ua̍h piàn-tsò tshái-sik :",6.47
ImTong/SuiSiann_2409.wav,ipad,「假使彼當時我若…… 這馬就好過矣」,"""Ká-sú hit tong-sî guá nā... Tsit-má tō hó-kuè--ah """,5.12
ImTong/SuiSiann_2410.wav,ipad,「若準早知……,"""nā-tsún tsá tsai...",1.55
ImTong/SuiSiann_2411.wav,ipad,就袂按呢a」,"Tō bē án-ne a""",1.4
ImTong/SuiSiann_2412.wav,ipad,「假使我有,"""Ká-sú guá ū",1.34
ImTong/SuiSiann_2413.wav,ipad,成功的事業、富裕的生活、,"Sîng-kong ê sū-gia̍p, hù-lū ê sing-ua̍h,",13.58
ImTong/SuiSiann_2414.wav,ipad,若是生活中有傷濟假設句 咱就會將注意力攏囥佇,Nā-sī sing-ua̍h tiong ū siunn tsē ká-siat-kù Lán tō ē tsiong tsù-ì-li̍k lóng khǹg tī,7.49
ImTong/SuiSiann_2415.wav,ipad,已經過去，無法度閣改變的過去， 抑是猶未發生、嘛毋知敢會發生的未來。,"Í-king kuè-khì, bô-huat-tōo koh kái-piàn ê kuè-khì, Ia̍h-sī iáu-bē huat-sing, mā m̄ tsai kám ē huat-sing ê bī-lâi.",9.8
ImTong/SuiSiann_2416.wav,ipad,袂記得咱真正搦佇手頭的 只有現在。,Bē-kì-tsit lán tsin-tsiànn la̍k tī tshiú-thâu ê Tsí-ū hiān-tsāi.,5.33
ImTong/SuiSiann_2417.wav,ipad,二空一二年七月佇台中,Jī khòng it jī nî tshit--gue̍h tī Tâi-tiong,3.74
ImTong/SuiSiann_2418.wav,ipad,四十三、神聖的母親 母親節的時 無分政府佮民間,"Sì-tsa̍p-sann, sîn-sìng ê bú-tshin Bú-tshin-tseh ê sî Bô hūn tsìng-hú kah bîn-kan",8.27
ImTong/SuiSiann_2419.wav,ipad,無論電視抑電台 逐家聲聲句句感謝 偉大的母親 逐家攏需要,Bô-lūn tiān-sī ia̍h tiān-tâi Ta̍k-ke siann-siann-kù-kù kám-siā Uí-tāi ê bú-tshin Ta̍k-ke lóng su-iàu,9.14
ImTong/SuiSiann_2420.wav,ipad,神聖的母親、 包容的女性：,"Sîn-sìng ê bú-tshin, Pau-iông ê lú-sìng:",3.17
ImTong/SuiSiann_2421.wav,ipad,囡仔挵死人 老母欲哭欲揤，,"Gín-á lòng-sí lâng Lāu-bú beh khàu beh ji̍h,",4.07
ImTong/SuiSiann_2422.wav,ipad,佇鏡頭前向逐家磕頭會失禮。,Tī kiànn-thâu-tsîng hiòng ta̍k-ke kha̍p-thâu huē-sit-lé.,4.1
ImTong/SuiSiann_2423.wav,ipad,查埔人咧？ 老爸走去覕， 囡仔將藥水布縛佇無受傷的頭殼頂，,"Tsa-poo-lâng--leh? Lāu-pē tsáu-khì bih, Gín-á tsiong io̍h-tsuí-pòo pa̍k tī bô siū-siong ê thâu-khak-tíng,",7.43
ImTong/SuiSiann_2424.wav,ipad,藏佇病院毋敢出來。,Tshàng tī pēnn-ìnn m̄ kánn tshut--lâi.,2.51
ImTong/SuiSiann_2425.wav,ipad,藝人分手 女朋友佮前女朋友攏出來掰會， 查埔人咧？,"Gē-jîn hun-tshiú Lú-pîng-iú kah tsîng lú-pîng-iú lóng tshut-lâi pué-huē, Tsa-poo-lâng--leh?",7.79
ImTong/SuiSiann_2426.wav,ipad,恬恬佇邊仔做無事人。,Tiām-tiām tī pinn-á tsò bô-sū-jîn.,2.81
ImTong/SuiSiann_2427.wav,ipad,神聖的母親 有家庭，無自我： 「我絕對相信家己的翁婿 袂對不起我」；,"Sîn-sìng ê bú-tshin Ū ka-tîng, bô tsū-ngóo : ""Guá tsua̍t-tuì siong-sìn ka-tī ê ang-sài Bē tuì-put-khí--guá "";",8
ImTong/SuiSiann_2428.wav,ipad,「我絕對相信家己的囡仔 袂做出傷天害理的代誌」。 神聖的母親 袂當做科學家、,"""Guá tsua̍t-tuì siong-sìn ka-tī ê gín-á Bē tsò-tshut siong-thian-hāi-lí ê tāi-tsì"". Sîn-sìng ê bú-tshin Bē-tàng tsò kho-ha̍k-ka,",9.47
ImTong/SuiSiann_2429.wav,ipad,袂當做詩人、 袂當做官、 袂當追求家己的理想： 遮的攏是翁的工課、,"Bē-tàng tsò si-jîn, Bē-tàng tsò-kuann, Bē-tàng tui-kiû ka-tī ê lí-sióng : Tsia-ê lóng sī ang ê khang-khuè,",8.66
ImTong/SuiSiann_2430.wav,ipad,遮的攏是囝的工課。 原來，社會讚揚的 神聖母親， 人人呵咾的 包容女性，,"Tsia-ê lóng sī kiánn ê khang-khuè. Guân-lâi, siā-huē tsàn-iông ê Sîn-sìng bú-tshin, Lâng-lâng o-ló ê Pau-iông lú-sìng,",9.92
ImTong/SuiSiann_2431.wav,ipad,其實不過是查埔人軟汫,Kî-si̍t put-kò sī tsa-poo-lâng nńg-tsiánn,3.29
ImTong/SuiSiann_2432.wav,ipad,四十四篇、「新好男人」無欲鬥洗碗 之一 媽媽的感動,"Sì-tsa̍p-sì phinn, “sin hó lâm-jîn” bô beh tàu sé-uánn Tsi-it má-mah ê kám-tōng",8.57
ImTong/SuiSiann_2433.wav,ipad,「媽媽，今仔日是你的生日 我來共你鬥洗碗！」,"“má-mah, kin-á-ji̍t sī lí ê senn-ji̍t Guá lâi kā lí tàu sé-uánn!”",4.79
ImTong/SuiSiann_2434.wav,ipad,「阿母，今仔日是母親節 煮飯就予我來鬥相共」,"“A-bú, kin-á-ji̍t sī bú-tshin-tseh Tsú-pn̄g tō hōo guá lâi tàu-sann-kāng”",5.57
ImTong/SuiSiann_2435.wav,ipad,「乖囡仔，你有影真貼心，,"“kuai gín-á, lí ū-iánn tsin tah-sim,",2.9
ImTong/SuiSiann_2436.wav,ipad,媽媽無白疼你」,má-mah bô pe̍h thiànn--lí”,1.61
ImTong/SuiSiann_2437.wav,ipad,「貼心的，為著慶祝咱結婚五周年， 共囡仔洗身軀這項代誌 今仔日就交予我囉！」,"“tah-sim--ê, uī-tio̍h khìng-tsiok lán kiat-hun gōo tsiu-nî, Kā gín-á sé-sing-khu tsit hāng tāi-tsì Kin-á-ji̍t tō kau hōo--guá--looh! ”",8.66
ImTong/SuiSiann_2438.wav,ipad,「難得你閣遮會曉想！」 媽媽對家己的翁婿、囡仔遮爾仔捌代誌,"“Lân-tit lí koh tsiah ē-hiáu siūnn!” Má-mah tuì ka-tī ê ang-sài, gín-á tsiah-nī-á bat tāi-tsì",7.85
ImTong/SuiSiann_2439.wav,ipad,感覺真安慰、真滿足。 因為伊的安慰佮滿足,"Kám-kak tsin an-uì, tsin buán-tsiok. In-uī i ê an-uì kah buán-tsiok",6.11
ImTong/SuiSiann_2440.wav,ipad,「家」事，煞慢慢仔攏總變做是 「媽」事,"“Ka” sū, suah bān-bān-á lóng-tsóng piàn-tsò sī “Ma” sū",5.33
ImTong/SuiSiann_2441.wav,ipad,四十五、囡仔故事的期末考卷,"Sì-tsa̍p-gōo, gín-á kòo-sū ê kî-bua̍t khó-kǹg",4.1
ImTong/SuiSiann_2442.wav,ipad,人生目標：下面是囡仔故事內底，女性角色（無一定是女主角）的人生目標。請寫出下面遮的描述是對佗一个故事出來的？,"Jîn-sing bo̍k-piau: ē-bīn sī gín-á kòo-sū lāi-té, lú-sìng kak-sik (bô it-tīng sī lú-tsú-kak) ê jîn-sing bo̍k-piau. Tshiánn siá-tshut ē-bīn tsia-ê biâu-su̍t sī uì tó tsi̍t ê kòo-sū tshut--lâi--ê?",15.56
ImTong/SuiSiann_2443.wav,ipad,（逐條五分）。另外，內面有一个選項是囡仔故事內底無可能出現的，請指出是佗一个（五分）？,"(Ta̍k tiâu gōo hun ). Līng-guā, lāi-bīn ū tsi̍t ê suán-hāng sī gín-á kòo-sū lāi-té bô khó-lîng tshut-hiān--ê, tshiánn tsí-tshut sī tó tsi̍t ê (gōo hun)?",13.31
ImTong/SuiSiann_2444.wav,ipad,結婚對象：下面是囡仔故事內底，女主角的結婚對象。請寫出下面遮的描述是對佗一个故事出來的（逐條五分）。,"Kiat-hun tuì-siōng: ē-bīn sī gín-á kòo-sū lāi-té, lú-tsú-kak ê kiat-hun tuì-siōng. Tshiánn siá-tshut ē-bīn tsia-ê biâu-su̍t sī uì tó tsi̍t ê kòo-sū tshut--lâi--ê (ta̍k tiâu gōo hūn).",15.53
ImTong/SuiSiann_2445.wav,ipad,另外，內面有一个選項是囡仔故事內底無可能出現的，請指出是佗一个 （五分）？,"Līng-guā, lāi-bīn ū tsi̍t ê suán-hāng sī gín-á kòo-sū lāi-té bô khó-lîng tshut-hiān--ê, tshiánn tsí-tshut sī tó tsi̍t ê (gōo hūn)?",12.34
ImTong/SuiSiann_2446.wav,ipad,連看覓：下面是囡仔故事內底，女主角無應該做的代誌佮後果，請將對應的選項連起來（逐條五分）。,"Liân khuànn-māi: ē-bīn sī gín-á kòo-sū lāi-té, lú-tsú-kak bô ing-kai tsò ê tāi-tsì kah hiō-kó, tshiánn tsiong tuì-ìng ê suán-hāng liân--khí-lâi (ta̍k tiâu gōo hun).",14.3
ImTong/SuiSiann_2447.wav,ipad,申論題：請解說作者所講，「女性毋是出世就誠做女性，是hông教育做女性的」這句話的意涵（十分）。,"Sin-lūn-tê: tshiánn kái-sueh tsok-tsiá sóo kóng, ""Lú-sìng m̄ sī tshut-sì tō tsiânn-tsò lú-sìng, sī hông kàu-io̍k tsò lú-sìng--ê"" tsit kù uē ê ì-hâm (tsa̍p hūn).",13.7
ImTong/SuiSiann_2448.wav,ipad,四十七、 風吹── 獻予做伙為台語文運動拍拚的前輩佮有志 之一,"Sì-tsa̍p-tshit, hong-tshue── hiàn-hōo tsò-hué uī Tâi-gí-bûn ūn-tōng phah-piànn ê tsiân-puè kah iú-tsì Tsi-it",9.98
ImTong/SuiSiann_2449.wav,ipad,吹袂落的風吹 風愈透 風吹飛愈懸,tshue bē lak ê hong-tshue Hong lú thàu Hong-tshue pue lú kuân,5.84
ImTong/SuiSiann_2450.wav,ipad,搢風，是風吹展現韌性佮實力的時,"Tsìnn-hong, sī hong-tshue tián-hiān jūn-sìng kah si̍t-li̍k ê sî",5.3
ImTong/SuiSiann_2451.wav,ipad,對面吹來的雄風、惡風、狂風 吹甲伊跤步袂穩，,"Tuì-bīn tshue--lâi ê hiông-hong, ok-hong, kông-hong Tshue kah i kha-pōo bē ún,",6.8
ImTong/SuiSiann_2452.wav,ipad,吹甲伊蹁過來蹁過去,Tshue kah i phiân--kuè-lâi phiân--kuè-khì,3.29
ImTong/SuiSiann_2453.wav,ipad,伊的身影 佇風中愈飛愈懸 佇烏暗的環境內底,I ê sin-iánn Tī hong tiong lú pue lú kuân Tī oo-àm ê khuân-kíng lāi-té,6.53
ImTong/SuiSiann_2454.wav,ipad,大方展現家己奢颺的色緻,Tāi-hong tián-hiān ka-tī tshia-iānn ê sik-tì,3.29
ImTong/SuiSiann_2455.wav,ipad,第四十八篇、台灣教育（之一） 法國的大學生毋捌Hugo？ 無可能！,"Tē-sì-tsa̍p-peh phinn, Tâi-uân kàu-io̍k (tsi-it) Huat-kok ê tāi-ha̍k-sing m̄ bat Hugo? Bô khó-lîng!",9.5
ImTong/SuiSiann_2456.wav,ipad,英國的大學生無讀過Shakespeare？ 我毋相信！,Ing-kok ê tāi-ha̍k-sing bô tha̍k-kuè Shakespeare? Guá m̄ siong-sìn!,4.94
ImTong/SuiSiann_2457.wav,ipad,Lô-se-a的大學生對Dostoevsky無啥物印象？ 絕對袂按呢！,Lô-se-a ê tāi-ha̍k-sing tuì Dostoevsky bô siánn-mih ìn-siōng? Tsua̍t-tuì bē án-ne!,6.89
ImTong/SuiSiann_2458.wav,ipad,台灣的大學生無讀過任何台灣文學名家的作品？ 這是理所當然……,Tâi-uân ê tāi-ha̍k-sing bô tha̍k-kuè jīm-hô Tâi-uân bûn-ha̍k bîng-ka ê tsok-phín? Tse sī lí-sóo-tong-jiân...,7.37
ImTong/SuiSiann_2459.wav,ipad,佇學校教英語 「應該應該，國際化才有未來！」 佇學校教華語,"Tī ha̍k-hāu kà Ing-gí ""ing-kai ing-kai, kok-tsè-huà tsiah ū bī-lâi!"" Tī ha̍k-hāu kà Huâ-gí",7.61
ImTong/SuiSiann_2460.wav,ipad,「應該應該，社會通行的語言著顧予在！」 佇學校教母語,"""ing-kai ing-kai, siā-huē thong-hîng ê gí-giân tio̍h kòo hōo tsāi!"" Tī ha̍k-hāu kà bú-gí",6.86
ImTong/SuiSiann_2461.wav,ipad,「抗議抗議，恁哪會攏遮爾仔意識形態？」,"""khòng-gī khòng-gī, lín ná ē lóng tsiah-nī-á ì-sik hîng-thài?""",5
ImTong/SuiSiann_2462.wav,ipad,台灣囡仔佇愈來愈懸的教育當中 慢慢仔 袂記得家己是啥人。,Tâi-uân gín-á tī lú lâi lú kuân ê kàu-io̍k tang-tiong Bān-bān-á Bē-kì-tsit ka-tī sī siánn-lâng.,7.07
ImTong/SuiSiann_2463.wav,ipad,第五十四篇、標語 佇台灣的大街小巷行踏， 不時會看著各種標語：,"Tē-gōo-tsa̍p-sì phinn, piau-gí Tī Tâi-uân ê tuā-ke-sió-hāng kiânn-ta̍h, Put-sî ē khuànn-tio̍h kok-tsióng piau-gí :",8.54
ImTong/SuiSiann_2464.wav,ipad,「啉酒莫駛車，駛車莫啉酒」,"""Lim-tsiú mài sái-tshia, sái-tshia mài lim-tsiú""",3.65
ImTong/SuiSiann_2465.wav,ipad,「毋通烏白擲糞埽」 「水深危險，禁止耍水」 「時時防火，年年平安」,"""M̄-thang oo-pe̍h tàn pùn-sò"" "" Tsuí tshim guî-hiám, kìm-tsí sńg-tsuí"" ""Sî-sî hông-hué, nî-nî pîng-an""",8.99
ImTong/SuiSiann_2466.wav,ipad,標語佮現實完全對反： 真濟人亂擲糞埽的所在 才會有「禁止亂擲」的標語,"Piau-gí kah hiān-si̍t uân-tsuân tuì-huán: Tsin tsē lâng luān tàn pùn-sò ê sóo-tsāi Tsiah ē ū ""Kìm-tsí luān-tàn"" ê piau-gí",8.99
ImTong/SuiSiann_2467.wav,ipad,逐家啉甲醉茫茫了後，照常駛車 才會有「啉酒莫駛車」的標語,"Ta̍k-ke lim kah tsuì-bâng-bâng liáu-āu, tsiàu-siông sái-tshia Tsiah ē ū ""Lim-tsiú mài sái-tshia"" ê piau-gí",7.04
ImTong/SuiSiann_2468.wav,ipad,佇插愈濟支「禁止耍水」的所在泅水 愈顯示會出游泳的技術；,"Tī tshah lú tsē ki ""Kìm-tsí sńg-tsuí"" ê sóo-tsāi siû-tsuí Lú hián-sī ē tshut iû-íng ê ki-su̍t,",6.92
ImTong/SuiSiann_2469.wav,ipad,佇「十擺車禍九擺緊」的所在較車 才表現會出車的性能；,"Tī ""Tsa̍p pái tshia-hō káu pái kín"" ê sóo-tsāi kà-tshia Tsiah piáu-hiān ē tshut tshia ê sìng-lîng;",7.61
ImTong/SuiSiann_2470.wav,ipad,細漢的時陣，學校分的筆記簿仔後面 攏會印「做一个堂堂正正的中國人」,"Sè-hàn ê sî-tsūn, ha̍k-hāu pun--ê pit-kì pho̍k-á āu-bīn Lóng ē ìn ""tsò tsi̍t ê tông-tông-tsìng-tsìng ê Tiong-kok-lâng""",7.67
ImTong/SuiSiann_2471.wav,ipad,毋知是彼陣的人做代誌攏無堂正， 抑是其實大部分的台灣民眾,"M̄ tsai sī hit-tsūn ê lâng tsò tāi-tsì lóng bô tông-tsìng, Iah-sī kî-si̍t tāi-pōo-hūn ê Tâi-uân bîn-tsiòng",6.77
ImTong/SuiSiann_2472.wav,ipad,彼時就已經無感覺家己是中國人？,Hit-sî tō í-king bô kám-kak ka-tī sī Tiong-kok-lâng?,3.65
ImTong/SuiSiann_2473.wav,ipad,二空一二年八月佇台中,Jī khòng it jī nî peh--gue̍h tī Tâi-tiong,3.62
ImTong/SuiSiann_2474.wav,ipad,第五十五篇、滿千送百 「滿千送百」 「第二杯半價」 「買五件送一件」,"Tē-gōo-tsa̍p-gōo phinn, muá tshing sàng pah ""Muá tshing sàng pah"" ""Tē-jī pue puànn-kè"" ""Bé gōo kiānn sàng tsi̍t kiānn""",9.8
ImTong/SuiSiann_2475.wav,ipad,「預付一期拍六折」 咱的世界 予濟濟唌人的拍折 包圍,"""Ī-hù tsi̍t kî phah la̍k tsiat"" Lán ê sè-kài Hōo tsē-tsē siânn--lâng--ê phah-tsiat Pau-uî",7.1
ImTong/SuiSiann_2476.wav,ipad,「我用兩成的價數 買你選擇的權利好無？」 「我用三成的回饋 買你的自由好無？」,"""Guá iōng nn̄g siânn ê kè-siàu Bé lí suán-ti̍k ê khuân-lī hó--bô? "" ""Guá iōng sann siânn ê huê-kuī Bé lí ê tsū-iû hó--bô?""",8.72
ImTong/SuiSiann_2477.wav,ipad,「我用四成的折數 決定你身軀邊的人欲食啥貨好無？」,"""Guá iōng sì siânn ê tsiat-sòo Kuat-tīng lí sing-khu-pinn ê lâng beh tsia̍h siánn-huè hó--bô?""",5.51
ImTong/SuiSiann_2478.wav,ipad,若好，恁以後著愛對我一心一意 袂當閣去接近別人。,"Nā hó, lín í-āu tio̍h-ài tuì guá it-sim-it-ì Bē-tàng koh khì tsiap-kīn pa̍t-lâng.",6.05
ImTong/SuiSiann_2479.wav,ipad,我會用你預先支付的錢 成做人質。 另日，你若想欲選擇 別牌的衫,"Guá ē iōng lí ī-sian tsi-hù ê tsînn Tsiânn-tsò jîn-tsit. Līng-ji̍t, lí nā siūnn-beh suán-ti̍k Pa̍t-pâi ê sann",8.72
ImTong/SuiSiann_2480.wav,ipad,別人的咖啡 別間的游泳池 我會將遮的錢沒收，算是 自由的贖金、 變心的代價。,"Pa̍t-lâng ê ka-pi Pa̍t-king ê iû-íng-tî Guá ē tsiong tsia-ê tsînn bu̍t-siu, sǹg-sī Tsū-iû ê sio̍k-kim, Piàn-sim ê tāi-kè.",8.99
